,Job Title,Company Name,Job Description,Location,Job Board
543,"Senior Data Analyst, Growth",NorthOne,"We make small businesses more successful through better banking.

Our company is looking for a Senior Data Analyst, Growth to join our growing team as we enter a new phase of expansion We are a Toronto, New York and San Francisco-based, venture-backed startup at the heart of the FinTech movement that is shaping the way financial services are delivered. We are backed by some of the best VCs in the world (Battery, Redpoint, Tom Williams and more) and are growing fast.

Our story

Our company's purpose is to eliminate the pain that small business owners face through their financial management and banking. To achieve this, we're rebuilding business banking from the ground up. Imagine you could start with a clean slate and think of a different way to deliver banking to small businesses. What would you change? What would you keep? These are the decisions that we make every day.

Our product

NorthOne is a mobile, tech-powered bank account built for startups, freelancers, and small/medium-sized businesses (SMBs). Poor financial literacy has an outsized impact on the costs and failure rates amongst SMBs, and we are on a mission to eliminate these problems. We are more than a banking platform, we are the world-class Finance Department that SMBs could never afford.

Our team

We ❤ growth. As a Senior Data Analyst, Growth, you'll partner with our world-class Growth team on generating insights to identify the best areas of opportunity. This is the first hire of its kind at NorthOne - the potential for growth is big! Reporting to our Senior Product Manager, Growth, you'll also benefit from our experienced management team, who have already created and exited startups and come from leadership roles at brands like Square, McKinsey, Google, Frank and Oak, Strava, Instacart, Prodigy, eBay and more.

We're building a product that solves real pain vs the imagined kind. Small businesses are the bedrock of every community and of the American economy. Their storytelling potential is endless, they have been underserved by banking and fintech for far too long, and you'll be their champion. Ready to start?

WHAT YOU'LL BE DOING

Analyzing data to derive insights which identify new opportunities for growth and help us to solve customer problems
Building predictive growth models and dashboards to measure ongoing performance
Partnering with engineering, data science, and other analytics teams to build long-term solutions that allow the business and our customer base to grow effectively
Sharing your findings with the team to make sure stakeholders have all the information they need to make the best strategic decisions
Contributing growth ideas to the team based off insights derived from your own analysis and research

REQUIREMENTS

Today you might be a Data Analyst, Senior Data Analyst, Data Scientist, Product Analyst or the equivalent in your company...or something that we haven't heard of yet - we keep an open mind.

The most important characteristic for our Senior Data Analyst, Growth is your attitude. We want you to join because you don't see roadblocks, you see opportunities to be at your best. You know that somehow, you can figure anything out.

The skills required for this role:
You have experience working with digital products and/or SaaS
You get giddy about building awesome quantitative models using Python/SQL/Excel/Looker
You're a natural communicator and you love diagnosing and solving problems
You're a pro at making complex technology and business processes simple
You know how to connect the dots between departments and stakeholders

Bonus points

You've supported teams that work on quick release and testing cycles
You've worked with Atlassian tools before (JIRA, Confluence, Bitbucket, etc.)
You geek out over technology and/or FinTech

If you are this close to what we've described but aren't sure, apply. Let's figure out together if this is where you could shine.

BENEFITS

Our mission is big and audacious, but we're assembling a team to take the challenge head on.

As a Senior Data Analyst, Growth, you'll be joining a team that prioritizes:

People : Our company is more than just a business. We're a band of brothers and sisters supporting each other on our mission to rebuild business banking. We're really serious about mission, fit, and the people we work with. You'll be part of a rapidly scaling team that reflects these values and keeps this place special.
Diversity : You'll find yourself in an environment that values diversity and inclusivity. We believe that a broad array of lived experiences and backgrounds are essential for creating the best possible product and company culture.
Leadership : You're right in the thick of it, making critical decisions that will clear our path forward.

You'll receive:
Top-tier health/dental benefits: We care about the people we work with and put their health first. NorthOne is proud to offer inclusive health and dental coverage.
Flexible working hours: We don't clock in and out at set times. You know when you do your best work. We celebrate accomplishments, not how many hours are spent at the office.
Unlimited paid time off: We hire talented people and know that they need time off to be at their best. Take as much time off as you need to recharge and make sure you're working sustainably.
The latest computer equipment: We make sure you have the best equipment so you can produce great work.
Professional development budget: We support lifelong learners by covering the cost of classes, workshops and conferences. You'll also get access to our ever-growing library of industry-related books.
Remote get-togethers: Bond with your teammates over shared interests at regular get-togethers. Find like-minded people who are passionate about everything from sport and music to gaming and cooking.
One hell of an adventure!

If you recognize yourself in this job description, let's talk.

NorthOne is proud to be an equal opportunity employer and celebrates diversity. We welcome all applicants regardless of race, colour, gender, age, religion, sexual orientation, disability status or national origin.",Toronto,Indeed
544,Data Scientist,"Reliance Foundry
","You’re more than just a statistician made to sound sexy. You’re a happy, hands-on, passionate analyst who can write code and knows math.
Reliance Foundry Co. Ltd. is a Surrey-based, rapidly growing metal products company. With 95 years of experience in the cast metals industry, we now service our Global customers by providing traditional site furnishing and castings in new and innovative ways. We are an agile small business with limitless growth plans that extend far beyond simple metal products. Today, we are looking for enthusiastic, motivated and talented people to join our team.
We are looking for a Lead Data Scientist to develop comprehensive machine learning models for various smart-city and related IoT products. You will be in charge of managing and orchestrating large amounts of raw, real-time data. We will rely on you to build exceptional data products to extract and deliver valuable business insights for our customers.",Surrey,Glassdoor
545,Business Data Analyst - 312592,"Procom
","Business Data Analyst
On behalf of our client in the Banking Sector, PROCOM is looking for a Business Data Analyst.
Business Data Analyst – Job Description
Identifying business needs and determining solutions to business problems by analyzing options/solutions which may include a technology component, but may also consist of process improvement, organizational change or strategic planning and/or policy development
Analyzing data to work with business partners in the creation of use cases
Support/creation of various Confluence/Jira sites
Working collaboratively with technology partners, operational areas, vendors, business stakeholders to plan, elicit, analyze, document, communicate and manage business requirements",Midtown Toronto,Glassdoor
546,Software Developer (Visual Machine Learning),IMSMB,"We have a unique opportunity for someone who is smart, independent, and wants to tackle interesting technical challenges autonomously.

Our client, Xiris (https://www.xiris.com/) , specializes in using AI and machine learning to inspect fabricated metal: things like welded joints or 3D printed parts. When their clients are implementing a new manufacturing process, and need reliable technology to monitor and understand its success, they turn to Xiris.

Because the company is on the cutting edge of what software and cameras can do, there is always room to advance. With new camera technology becoming available, they’re looking to increase the capability and sophistication of our software.

We need your help to make that happen

As the new software developer, your work will focus specifically on welding inspection: finding tools and technology that will advance our AI detection and understanding of the welding process. The role will require significant expertise in implementing Machine Vision systems on real-time video data streams, using both conventional and AI techniques. Ultimately, this will be a leadership position that will drive our use of machine vision forward.

While much of your work will be independent, you will need to have both high communication skills and tolerance with ambiguity. Because our projects are niche and complex, there are not always ready-made solutions. As a result, your ability to communicate ideas effectively with fellow developers, and to iterate on project requirements as you learn more about the project scope, will be critical.

More specifically, you will:
Develop machine vision (MV) software components, and application-specific algorithms and tools, for use in larger software suites and programs developed by Xiris for inspection of welding processes
Apply MV technologies to many different use cases
Participate in every stage of the development cycle, from research to specification and production coding.
Maintain our current C++ SDK/toolkit which includes camera management and conventional machine vision tools (e.g., edge detection, blob analysis, morphology)
Provide technical and strategic guidance (and coding) to extend our toolkit to include AI and machine learning capabilities
Communicate with stakeholders and produce rapid prototypes to develop and propose solutions
Implement production-ready algorithms and tools in C++, in a lean and efficient manner within current corporate architectural frameworks, to solve specific inspection problems in the welding domain, using a combination of open source and custom code as appropriate
Interface with application designers to create useful and intuitive APIs
Propose and conduct research projects in MV, AI, ML and software architectures to ensure our software product is a world-class offering
The Stack: We use Visual Studio, VS Code, SVN, CMake, NuGet, targeting both Windows and Linux from a common code-base. And our cameras: CAVITAR, INTERTEST, MELT TOOLS

Working with Xiris

This is a full-time, permanent position with standard office hours Monday to Friday. In addition to a competitive salary you’ll receive benefits, incentive profit sharing, RRSP contributions, and at least 3 weeks’ vacation.

The team at Xiris has accomplished some amazing things despite being a small group of just 30 people: many of whom are long-term employees. That close-knit environment has been one of our strengths—we’ve proven that together, we are always up to the challenge.

Qualifications

8+ years’ experience in software development (a strong aptitude/background in Machine Vision projects/machine learning could reduce this to 5-6 years)
Substantial prior experience in low-level machine vision software development (such as post-graduate education and industrial experience) with a demonstrated portfolio of successful machine-vision system software development projects
Expertise in C++ architectural design and coding skills, including experience with Managed C++ (C++/CLI)
Experience with the application of artificial intelligence and/or machine learning techniques to imaging and/or machine vision applications would be highly valuable
Substantial knowledge of open-source software in machine vision and/or imaging and/or signal processing would be ideal, e.g., OpenCV, CUDA
Some proficiency with Visual C# and/or Python
Exposure to industrial automation and/or automated inspection systems
Exposure to commercial MV toolkits
Experience with industrial cameras and related image processing techniques
How to Apply

Our online application will give you the option to apply to this role as a complete person – not just a resume. The application will assess your qualifications, personality traits and workplace preferences, and should take 10 to 15 minutes to complete. After submitting, you'll receive an email inviting you to log in and view your assessment results.

We strive to build a team that reflects the diversity of the community we work in, and encourage applications from traditionally underrepresented groups such as women, visible minorities, Indigenous peoples, people identifying as LGBTQ2SI, veterans, and people with disabilities. If we can make this easier through accommodation in the recruitment process, please contact us using the “Help” button.

We will review applications, with priority given to those who have completed the assessment, and look forward to hearing from you.",None,Indeed
547,Applied Scientist - Machine Learning,"Microsoft
","Applied Scientist - Machine Learning

The Intelligent Conversation and Communications Cloud AI group applies machine learning to problems in advanced teleconferencing scenarios that are used by hundreds of millions of customers worldwide (via Teams, Skype and Skype for Business). We develop technologies and do applied research and development that enables state of the art customer experiences for real-time collaboration. We are seeking a highly capable Applied Scientist / Engineer who is passionate about data, machine learning applications and driven to make an impact for millions of customers.

#IC3
#M365Core
Responsibilities",Vancouver,Glassdoor
548,Data Scientist,"PointClickCare
","Data Scientist - ( 210001H9 )
Description
At Stantec, we approach every water, power and industrial process project we undertake—whether at the local, regional, or national level— thoughtfully, and execute it with excellence across all project phases. We partner with our clients to design fit-for-purpose solutions that address their communities’ unique needs throughout the related infrastructure lifecycle. Our experts lead their fields and guide our work with scientific rigor, an innovative spirit, and a vision for growth. We’re a place where you can apply your passion and collaborate with top talent on work that’s critical to our clients, our communities, and the industry at large.
Your Opportunity",Burnaby,Glassdoor
549,Senior Data Scientist - Toronto Hub,Veeva Systems,"Veeva [NYSE: VEEV] is the leader in cloud-based software for the global life sciences industry. Committed to innovation, product excellence, and customer success, our customers range from the world’s largest pharmaceutical companies to emerging biotechs. Veeva’s software helps our customers bring medicines and therapies to patients faster.

We are the first public company to become a Public Benefit Corporation. As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality employment opportunities.

Veeva is a Work Anywhere company which means that you can choose to work in the environment that works best for you - on any given day. Whether you choose to work remotely from home or in our Toronto office - it’s up to you.

Veeva is looking for an all-star Senior Data Scientist to join the Vault Outside Life Science (OLS) team. We’re looking for a high-energy, passionate individual with a deep technical background who is eager to drive product advancement and innovation. In this role, you will be responsible for creating game-changing products in the manufacturing industries such as Consumer Packaged Goods, Chemical, and Cosmetics.
If you have a passion for creating world-class products and enjoy solving complex problems with simple, elegant solutions, you may be a good fit for this position.
What You'll Do
Be involved in sales discussions, potentially fueling the conversation about what AI can do and bringing clarity to the discussion
Work with customers and implementation teams to build out custom solutions
Build POCs with AWS assistance and consulting PMs on opportunities
Be hands-on. Design, Prototype, Configure - validate solutions rapidly to ensure we solve the right problems, in the right order
Be a storyteller. Author & design high-quality specifications and communicate specific, actionable requirements to your engineering teammates
Be a leader. Look for opportunities to innovate, keep up with the latest software, machine learning, manufacturing industries trends, and distill them into product requirements
Be agile. Design, implement, iterate
Take pride in your work
Requirements
2+ years of software development/architect, product management, or technical consulting role in AI
5+ years of professional work experience in agile software development environments
Demonstrated skills in design, product development, and planning
Ability to work independently in a fast-paced environment, with little direct supervision
Excellent oral and written communication skills with the ability to effectively explain complex problems and advocate technical solutions to Engineering and customers
Degree in computer science or engineering
Experience with AI and Machine Learning Models
Experience with Natural Language Processing

Qualified candidates must be legally authorized to be employed in Canada. Veeva does not provide sponsorship of employment visa for this position.
Nice to Have
Experience working in the following industries: Consumer Packaged Goods, Chemical and Cosmetics
Experience working on SaaS enterprise applications or content management systems
Experience with API and data exchange schemas
Experience with data migration
Experience with Search matching algorithms and heuristics
Experience with Python, SQL, XML, and JSON
Perks & Benefits
Conveniently located in downtown Toronto
Snacks, beverages, and weekly lunches from local restaurants
Team events and rec league sports teams
Allocations for continuous learning & development
Health & wellness programs
Weekly yoga classes
Ping pong and other games
#LI-Remote

Veeva’s headquarters is located in the San Francisco Bay Area with offices in more than 15 countries around the world.

Veeva is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity or expression, religion, national origin or ancestry, age, disability, marital status, pregnancy, protected veteran status, protected genetic information, political affiliation, or any other characteristics protected by local laws, regulations, or ordinances.",Toronto,Indeed
550,Senior Data Scientist,Nucleo Digital,"Nucleo Digital is searching for a Senior Data Scientist help us design and build a modern tech stack for our client. We are looking for individuals who are passionate about the latest technologies and can lead the design and development of nimble and scalable applications. A successful candidate will bring deep analytical ability, software engineering expertise, and the ability to deliver results within a fast-moving agile environment.

Requirements
The following is a general description of the qualities that will make sure you are successful in this role. To be successful in this role:
You need to be comfortable with one or more dynamic programming languages, preferably Java, C, R, Python.
Strong experience with SQL and NoSQL, particularly the platforms MongoDB, Elasticsearch, Postgres, MS SQL and DB2.
Proficiency in mainstream machine learning/deep learning frameworks: sklearn/tensorflow/keras/pytorch, etc.
Knowledge of classic and modern machine learning theories and algorithms especially using their output to create business enhancing knowledge graphs.
Experience in modular design for software development, such as creating and working with microservices
Experience with distributed systems such as Spark and Hadoop
You articulate complex technical issues in plain language and always endeavour to improve and expand how you communicate.
You thrive on rapid feedback and iterations to improve your practice. This team operates best with open collaborative communications channels.

What is the job?
Your role can be described as Prime of the Enterprise Data team. To achieve this, you will collaborate with multiple teams and business departments. Guide company projects to deliver and consume reliable, stable, and consistent dataset to the rest of the business. Lead the design, development, and delivery of our end to end data and advanced analytics (AI) strategy to power our business platforms. Day to day this role requires you to have significant skills and capabilities in delivering the following with speed, quality, and accuracy.
Design database structure/schema as well as ETL processes to integrate data sources across the organization.
Curate and prepare data from multiple sources and APIs in various forms for business consumption on regular basis.
Define data curation process automating the update and monitoring.
Build data solutions including search, machine learning models and knowledge graphs.
Participate in the building and maintenance of necessary microservices for the data solutions.
Coach and support Data team members as well as develop and manage relationships with data vendors and partners.
Define data objects suitable for our enterprise requirements.
Diligently document your work and actions so they are repeatable actions.
Propose technical design and lead the implementation of data solutions.
Analyze existing database designs for performance or feature enhancement.


This role is an experienced one, with extensive experience in data wrangling, data science, and analysis. You are talented, measured by motivation, alignment of purpose, skills, depth of experience and learning agility. With this you bring to the team:
Benefits


Competitive salary/rate commensurate with experience
Supportive, challenging, and collaborative work environment",Midtown Toronto,Glassdoor
551,Data Scientist - Canada,Shift Technology,"At Shift Technology, we're transforming insurance with AI. We help insurers fully automate more claims, deliver a great customer experience while protecting against risk and accurately identifying suspected fraud, making internal teams more effective and improving financial performance.

Since our launch in 2014 in Paris, we've raised over $320M with Tier 1 investors, opened offices in Boston, Tokyo, Singapore, London, Madrid, Mexico, Hong-Kong, and Sao Paulo, and currently work with more than 80 of the world's leading insurers. If you are excited about joining a fast-growing insurtech innovator with a passion for excellence and global culture, Shift is the place for you.

Shift Technology offers a unique opportunity to brilliant candidates to accelerate their careers in data science

Data scientists work on a broad range of subjects, acquiring a lot of technical and professional experience in data science, data engineering, coding, business understanding and client interactions; skills invaluable in any career.

Our company is small enough that each person's achievements have an impact on overall performance, yet big enough to be a world leader in our domain.

We are a fast growing company, the best contributors will grow to managerial or product tech lead positions much more rapidly than in bigger companies

YOUR ROLE

The data science team is in charge of technically delivering the Shift products to clients, the key role in the success of our projects with clients. It is a hands-on job, expect to be doing everything you can imagine from the technical side in an AI company:

Implementation of the data engineering , usually from client extracts to the insertion of the data in our data stores (SQL, ElasticSearch)

Developing, testing, tuning models and putting them in production for tasks such as fraud detection and automation detection in complex environments.

Automate key business tasks by implementing them in our production process framework in C#

Conduct meetings with clients and interact with external stakeholders, whether it is direct user feedback, presenting business cases or defining the roadmap of evolutions for that client

You will actively participate in the definition and development of our suite of products on fraud detection, anti-money laundering and claim automation, working on various data types such as structured data, free text, documents and images.

WHAT WE ARE LOOKING FOR

As a result of the range of the role, we are looking for people with diverse skills and proficiencies to help make our customers successful.We are open to people not having exactly all of the required skills, but in each one of those they must be willing to build expertise.


Code-savvy , either by having a degree in computer science and/or having developed some apps with actual users, or by willing to spend a lot of time practicing. Writing scripts for models and notebooks is not enough at Shift, we thrive on people who can write maintainable, production-quality code that will run everyday without breaking.

AI-savvy , either by having a degree in machine learning and/or statistics or be looking to work on those subjects. Having a clear understanding of statistics and machine learning problems, tasks and common resolutions is important to communicate internally and explain to the client how the product is working.

Client facing . You will need to be comfortable, clear and professional when talking to clients during meetings and by email. Expect to talk with a client every other day and grow your communicational and presentational skills!

Business smart . We don't expect candidates to know the insurance sector, but we want people who can learn and master the business aspects of our products

English speakers . We are an international company with offices in many countries and 40+ nationalities, the Shift working language is English.

EEO Statement

At Shift we thrive to be a diverse and inclusive workforce. We hire and trust people without regard to race, color, religion, marital status, age, national or ethnic origin, physical or mental disability, medical condition, pregnancy, genetic information, gender identity or expression, sexual orientation, or other non-merit criteria. Shift is proud to be an Equal Opportunity Employer.",Midtown Toronto,Glassdoor
552,"Machine Learning Engineer, Shopping Content Mining","Pinterest
","About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
Pinterest is aiming to build a world-class shopping experience for our users, and has a unique advantage to succeed due to the high shopping intent of Pinners. The new Shopping Content Mining team being founded in Toronto plays a critical role in this journey. This team is responsible for building a brand new platform for mining and understanding product data, including extracting high quality product attributes from web pages and free texts that come from all major retailers across the world, mining product reviews and product relationships, product classification, etc. The rich product data generated by this platform is the foundation of the unified product catalog, which powers all shopping experiences at Pinterest (e.g., product search & recommendations, product detail page, shop the look, shopping ads).",Midtown Toronto,Glassdoor
553,Data Scientist,Reliance Foundry,"You’re more than just a statistician made to sound sexy. You’re a happy, hands-on, passionate analyst who can write code and knows math.
Reliance Foundry Co. Ltd. is a Surrey-based, rapidly growing metal products company. With 95 years of experience in the cast metals industry, we now service our Global customers by providing traditional site furnishing and castings in new and innovative ways. We are an agile small business with limitless growth plans that extend far beyond simple metal products. Today, we are looking for enthusiastic, motivated and talented people to join our team.
We are looking for a Lead Data Scientist to develop comprehensive machine learning models for various smart-city and related IoT products. You will be in charge of managing and orchestrating large amounts of raw, real-time data. We will rely on you to build exceptional data products to extract and deliver valuable business insights for our customers. In this role, you should be highly analytical with a knack for analysis, math, maybe some physics, and certainly statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our customers analyze trends that matter to them and to empower their decision-making process with actionable data.
Key Responsibilities:
Work within our digital products team to establish optimal data collection process and techniques.
Undertake preprocessing of structured and unstructured data.
Analyze large amounts of information to discover trends and patterns to deliver valuable insights.
Build predictive models and machine-learning algorithms.
Present information using awesome data visualization techniques that cut through the noise.
Propose solutions and strategies to business challenges.
Collaborate with engineering and product development teams.
Required Qualifications/ Preferences:
Proven experience as a Data Scientist, preferably in a lead role.
Direct experience developing and training machine learning models.
Deep knowledge of SQL and Python; familiarity with Jupyter, JavaScript, C, C++, or Java is an asset.
Experience using business intelligence tools (e.g. AWS QuickSight, Tableau) and data frameworks (e.g. Hadoop).
Analytical mind and business acumen.
Strong math skills (e.g. statistics, algebra).
Problem-solving aptitude.
Excellent communication and presentation skills. You can summarize the complex into the simple.
BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or another quantitative field is preferred.
Attractive Qualifications:
Happy! You were born with this special gene whereby your glass is always Full.
Hustle Factor: You don’t get discouraged by objections, and you get persistent when it comes to reaching your goals.
Passionate: You’re all about solving real problems, not just “pitching.”
Results-driven: You're able to think on your feet and love overcoming obstacles.
Adaptability: You are open to feedback and coaching and ready to take your skills to the next level.
Organization: You know how to allocate your time effectively.
Empathetic: You’re a good listener who knows how to get a real sense of customer's needs.
Customer Focused: You’re always thinking about how to add value for the Customer.
Ability to accomplish multiple tasks simultaneously with speed and accuracy.
Why should you apply?
Full time position with a competitive benefits package, and salary structure.
Reliance Foundry celebrates successes with fun company gatherings, luncheons, and other perks!
We believe in an environment that encourages a positivity while pursuing high standards.
Please submit resumes via email complete with personal cover letter and wage requirements to:
Jazz, HR Manager
Reliance Foundry Co. Ltd.
Surrey, British Columbia (B.C.), Canada
No telephone inquiries or agencies, please.
Applications will be assessed to determine a short list of candidates to be interviewed. We appreciate all interest, but only qualified candidates will receive responses.",Surrey,Indeed
554,Data Analyst (3+ month contract),"Itergy
","As a Data Analyst, you will assist our client in driving value from their data using attention to detail, technical analysis of data, and concise reporting.

Job Tasks:

Comparison and detailed analysis of data sets across two systems using database technologies and Excel
Creation of exception reports
Interviews with key stakeholders to identify reasons for data gaps
Proposal of strategies for the correction of the data",Montreal,Glassdoor
555,Engineering Intern - AI/Deep Learning,Deeplite Inc,"Based in Montreal and Toronto, Deeplite is an AI software company dedicated to enabling AI for everyday life. Deeplite uses AI to automatically make other AI models faster, smaller and more energy efficient creating highly compact, high-performance deep neural networks for deployment on edge devices such as cameras, sensors, drones, phones and vehicles. Deeplite was named to the 2020 CB Insights AI100 list of top 100 privately held AI companies and has been featured by Gartner, Forbes, and ARM AI as a premier Edge AI innovator.

At Deeplite, we are tackling inference optimization of deep neural networks, making them faster and energy-efficient from cloud to edge computing. Our solution leverages state-of-the-art technology from elite universities to make deep neural networks applicable for any device, and our team works hard on the iterative evolution of the science behind deep neural networks to directly improve daily life.

Our Innovation Lab is growing and we’re looking to hire an AI Research Intern.

Here’s what you’ll be doing:
As an intern, you will be tasked to advance the science and technology of Deeplite's engine. You'll interact with both leading academics and industry to create new advancements in the field of deep learning alongside top academic partners, and you'll have the opportunity to define and lead research directions and contribute to the AI research community by publishing papers, securing patents, collaborating with leading academic institutions, and speak and participate at international conferences.

Here’s what we need you to bring to the table:
Post-secondary education in a related field.
Must have at least 1 year of experience with Deep Learning frameworks like PyTorch or TensorFlow.
Must have at least 1-3 years of experience with C/C++, Python coding or other high-level languages.
A strong publication record or alternative relevant innovation experience.

What can I expect when I submit my application?
Although we’d love to be able to speak with everyone that applies, only those selected to move forward in our selection process will be contacted by our hiring team within 5 business days.

About Deeplite:

Deeplite, named to the 2020 CB Insights AI100 List of Most Innovative Artificial Intelligence Startups, is devoted to making fundamental advancements in accessible and efficient deep learning. Our solution helps deep learning engineers and experts automatically create faster, smaller and more energy-efficient deep neural networks. Industry leaders in computer vision, augmented reality and autonomous driving use our technology to unlock new possibilities for deep learning in the real world. At Deeplite, our vision is to create a lightweight intelligence that’s accessible for daily life.

Deeplite is an equal opportunity employer. Should you require special accommodation at any point during our selection process, please contact our hiring team at careers@deeplite.ai.",Toronto,Indeed
556,Principal Data Engineer,Elements,"Elements Global Services is an award-winning HR Technology and Services Company revolutionizing the way employers expand and manage employees internationally. Our mission is simple. To simplify global expansion through a revolutionary technology that removes the barriers of globalization to give our customers the speed to market to EXPAND their business, ONBOARD employees, MANAGE compliance, and PAY worldwide! Global expansion is becoming more and more a part of the modern workplace, and with that comes things like remote work and spread-out teams. As Elements is a truly global company, we take care of our client's employees worldwide. From Chicago to Manila, from Johannesburg to Delhi and Hong Kong, we provide top-class benefits to all the employees we serve every day. With offices all around the world and teams spread out between multiple time zones, you too can benefit from the ""Glocal"" team strategy, giving our employees the flexibility, they need to do their very best work the best way they can.

Position Overview

A revolution cannot be done alone, and we need the best and brightest talent to continue our growth into the new modern workplace. We are looking to expand our team by hiring a new Principal Data Engineer, a team player who is ready to make the role their own and bring their own ideas and innovations to the table. Reporting to the VP Product & Technology, you will be supporting our Product Development team by architecting and building Analytics tools based on Data Science and Machine Learning capabilities that provide insights to empower businesses to be successful and reduce risks.

Key responsibilities :
Key member of the product team building Business Intelligence and Analytics SaaS solutions.

Collaborate with business stakeholders to gather and define data and reporting requirements.

End-to-end architecture, planning, and implementation of data pipeline, web scraping, reporting, and AI/ML driven analytics

Develop innovative solutions and customizable insights reporting on industry trends, predictions, and projected business risks.

Drive Web Scraping alternate data implementation and automation.

Build, test, and maintain scalable and robust data and analytics stack.

What we value :
You hold a bachelor's in Electrical Engineering, computer science, or related technical field; Advanced degree in Data Science, Engineering, Statistics, Computer Science, Mathematics is preferred.

You have 5+ years of experience as a Data Engineer or in a similar role working on ETL, data modelling, business intelligence architecture, alternative data, Machine Learning, reporting.

You have advanced skills in data mining using SQL, ETL, data warehouse as well as Excel.

You have experience building self-service reporting solutions for trends and predictions using proprietary software and business intelligence tools (e.g., Tableau, etc.).

You have demonstrated experience with cloud relational and NoSQL database technologies such as MySQL, MongoDB.

You are expert coding experience in modern programming languages and tools such as Python, Ruby, C#, Java, SQL, etc.

What we Offer :
Opportunity to work in a fast-growing organization with the ability to make a quick impact.

Allow your inspirational ideas to come to life in a highly creative and executional environment.

Ability to work in an organization with over 40 nationalities all over the world, which embraces diversity, inclusion, and belonging at its core.

The opportunity to challenge in a high performing organization and leave each day knowing you have made an impact.

This position description may not describe all duties, responsibilities, and skills associated with this position. It is intended to portray the major aspects of the job. Other duties or skills may be required.

Elements Global Services is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: Elements is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Elements is based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Elements will not tolerate discrimination or harassment based on any of these characteristics. Elements encourages applicants of all ages.",Toronto,Indeed
557,Cloud Data Engineer,"Providence Health Care
","Operations Research and Analytics (ORA) is an emerging innovative team within Health Informatics Department at Providence Healthcare (PHC). The team is committed to design, develop, and deploy state-of-the-art analytical solutions and applications. Scope of the work is diverse and touches on a wide variety of challenges in the health sector, such as the patient flow management, patient scheduling, capacity planning, inventory management, and others.

Reporting to the Manager, Operations Research & Analytics, the Cloud Data Engineer develops and establishes scalable, efficient, automated processes for large scale data analyses, model development, validation and implementation. The position will closely collaborate with the other members of the ORA Team to create and deploy automated data pre-processing and machine learning models through the innovative understanding and use of large data sets to improve clinical processes and patient outcomes, and support data-driven decision making. The ideal candidate will have experience in data modeling, data warehousing, building ETL pipelines for machine learning models, and excellent problem solving ability dealing with huge volumes of medical and clinical data. The position will also stay apprised of current trends and research on all aspects of data engineering and machine learning techniques and works in collaboration with provincial and national colleagues.
Master’s Degree in Computer Science, Mathematics, or Engineering and at least five (5) years’ experience as a Data Engineer or related specialty (e.g., Software Developer, Business Intelligence Engineer, Data Scientist) including at least two (2) years’ experience building cloud solutions in Azure or AWS. An equivalent combination of education, training and experience would also be considered.
1. Designs, develops and supports data pipelines, warehouses and reporting systems to address business operations and pressing operational and clinical challenges within the organization.
2. Migrates and moves Data & Analytics platforms and applications to the Azure cloud environment.
3. Recognizes and adopts best practices in data integrity, test design, analysis, validation, and documentation. Tunes application and query performance using profiling tools and SQL.
4. Identifies, cleans, and integrates large sets of structured and unstructured datasets from disparate sources for use in machine learning (ML) models and products.
5. Establishes standards for development processes and technical requirements. Develops and ensures compliance for data management processes, policies and standards. Implements and enforces controls to maintain data availability and quality.
6. Collaborates with Developers in the construction of analytic models, and maintaining detailed project status plans to achieve ML development cycle timelines and avoid development delays.
7. Works closely with clinical and management teams across PHC to strategize, develop, and implement artificial intelligence (AI) products that translate into improved quality of care, clinical outcomes, reduced costs, temporal efficiencies, and process improvements.
8. Identifies, engages, and collaborates with specific stakeholders as required for the development of AI products designed around PHC’s strategic priorities and clinical/business problems.
9. Perform other duties as required.",Vancouver,Glassdoor
