,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location
207,"Data Scientist, Advanced Analytics, Global Risk Management - Toronto, ON",44,"Requisition ID: 106515

Join a purpose driven winning team, committed to results, in an inclusive and high-performing culture.
The Data Scientist, Advanced Analytics will support business use-cases delivery, in an agile rapid lab environment, aimed at accelerating benefits for customers and the bank, leveraging enterprise-level data management tools and advanced analytics. She/he will work closely with peers across Global Risk teams, the business lines, IT&S and Digital Banking to expand the ‘Credit Science’ practice and drive the GRM Analytics COE interaction model. The candidate will identify and prioritize opportunities to deliver innovative retail credit solutions leveraging risk-reward predictions and strategy optimization frameworks.",5,"Scotiabank
3.9",Midtown Toronto
208,Machine Learning Engineer,44,"Machine Learning / Natural Language Processing Engineer
This role will start off as work from home, gradually you will be required to work in the Markham office location.
A degree in Computer Science/Engineering or related field.
4+ programming experience in Python with strong grasp of software engineering standard methodologies such as code-reusability, modularity, use of repos, etc
3+ years of applied experience in ML, deep learning and NLP
Have expert understanding of machine learning and NLP tasks such as classification, feature engineering, information extraction, structured prediction, sentiment analysis, and topic modelling",5,"Aviva
3.7",Markham
209,Machine Learning Engineer,44,"Company:
Opta Information Intelligence Corp.
Machine Learning Engineer - Permanent - (Markham)
As the nation’s largest data aggregator, and a market leader in analytics solutions for the insurance and financial industry, Opta Information Intelligence is looking to bolster its growing data science team with talented engineers. By building and delivering complex machine learning-based products, you’ll have an opportunity to positively impact the analytics-based decisions of our many clients and partners.",5,"Opta Information Intelligence Corp.
4.0",Markham
210,Data Scientist / Scientifique des données,44,"Job Brief
Do you enjoy converting data into insights? Are you a technically inclined individual that can make sense out of numbers, graphs, charts and models? Our team at Destination Canada might be looking for you as our next Data Scientist!
Job Grade & Compensation : DC-07 $80,960 - $101,200 (CAD) + Pay for Performance
Language Requirement : English Essential/Anglais essentiel
Security Clearance Level : Enhanced
Employment Status : Indeterminate",5,"Destination Canada
3.9",Vancouver
211,Machine Learning Engineer,44,"Machine Learning Engineer
Vancouver, BC, Canada
Motion Metrics International is a technology development and commercialization company with the vision to inspire the next generation of safe, sustainable, and intelligent resource mining. Our products leverage machine learning, computer vision, and sensors to address tough mining challenges.
We are looking for a Machine Learning Engineer who is passionate about applying machine learning techniques to solve real-world computer vision and big data problems. The successful candidate will work alongside other data scientists and software developers to research and deploy new algorithms into our products.",5,"Motion Metrics International Corp.
4.0",Vancouver
212,Senior Data Engineer,44,"Senior Data Engineer
My client, the largest e-commerce investor, was founded by founders for founders. They invested $2B+ in over 4k business. Looking for a Data Engineer talent to join their smart team to build the data-driven app for early-stage founders.

Contact me for details about this exciting opp!!!

100% Remote if you want; but NO NO NO outside-the-country applicants, thank you.
Responsibilities:
You will own data products end to end, from design and architecture to deployment and maintenance, leading others where necessary through development


TOR123",5,"Vaco
3.7",Midtown Toronto
213,Data & Applied Scientist II,44,"Are you interested in solving complex tradeoff optimization problems faced by Microsoft Bing? How about planning, training, deploying, A/B testing, and analyzing machine learning models driven by terabytes of real-world data? We are the Revenue Optimization team in Bing. We push the boundaries of machine intelligence, at the convergence of machine learning and optimization. We empower nearly half a billion people around the globe monthly to achieve more. The rapid growth of online advertising has created enormous opportunities as well as technical challenges that demand computational intelligence.

The Revenue Optimization team in Bing is looking for a data scientist who can solve problems using machine learning. Well, the selected candidate will not only solve problems but more importantly take ownership of machine learning pipelines from the beginning to the end; from querying petabytes of data for a big data training set to deploying a model in C#; from planning to execution to post-launch iterative improvements and more. Come help us make Microsoft's mission a reality: to empower every person and every organization on the planet to achieve more.",5,"Microsoft
4.4",Vancouver
214,Data Scientist (AI/ML),44,"Duration:6 Months (Strong possibility of extension or contract to hire)
Location:Can be Remote (Canada Only)


We are seeking a Data Scientist with AI, ML experience.

The Data Scientist will be responsible for partnering with key business stakeholders and leveraging client and industry data to develop predictive algorithms and models. The primary focus of the data scientist will be to identify trends in data to extract meaningful business insights and drive cross-functional business solutions via statistical data analysis, and advanced analytics techniques in Artificial Intelligence (AI) and Machine Learning (ML). The individual will also work closely with the product team and support the various stages of the analytics development lifecycle.







We thank you for visiting the job page. Only candidates closely matching the requirement will be contacted for interview. Wishing you all the best in your job search.",5,OGGN Inc.,Remote
215,Scientifique de données / Data Scientist,44,"Qui sommes-nous :
BusPatrouille est une entreprise spécialisée dans la technologie de sécurité. À titre de principal fournisseur international de dispositifs visant à faire respecter le bras d'arrêt des autobus scolaires, notre mission principale est d'améliorer la vie des élèves où qu'ils se trouvent.

La technologie de BusPatrouille a été déployée sur un plus grand nombre d'autobus et a été utilisée pour délivrer un plus grand nombre de constats d'infraction relatifs au bras d'arrêt des autobus scolaires que toute autre technologie des autres entreprises existantes à l'échelle mondiale. Notre technologie exclusive transforme les autobus scolaires en autobus intelligents équipés de caméras vidéo, de GPS, de télémétrie, de traitement de données et d'archivage. De cette manière, nous permettons aux comtés et aux districts scolaires d'améliorer la sécurité des enfants.

BusPatrouille est en pleine croissance. Nous sommes donc à la recherche d'un ou d'une scientifique de données pour intégrer notre service de veille stratégique (BI). Si vous aimez travailler dans un environnement dynamique avec des collègues talentueux, ce poste est pour vous.


Le poste de scientifique de données a une grande influence et nécessite de travailler en étroite collaboration avec les clients ainsi qu'avec les équipes des ventes et de l'exploitation afin d'aider à prendre des décisions fondées sur les données de manière à stimuler une croissance efficace de BusPatrouille. Si vous aimez la communication narrative et le fait d'influencer les décisions opérationnelles au moyen des chiffres, nous voulons faire votre connaissance!

Il s'agit d'un poste de premier plan qui vous permettra d'interagir régulièrement avec les chefs d'entreprise, de définir la feuille de route de l'équipe et de recenser les besoins pour fournir des solutions innovantes. La personne idéale est autonome, très analytique, curieuse et a de la facilité à plonger dans de grands ensembles de données afin d'en tirer des enseignements. Notre environnement évolue rapidement et requiert une personne enthousiaste, flexible, soucieuse du détail, analytique et à l'aise pour travailler avec plusieurs équipes et des priorités concurrentes.

Mettre en pratique d'excellentes compétences en matière d'analyse et de résolution de problèmes pour prendre des décisions d'affaires dans un environnement dynamique afin de fournir des avantages aux clients et des analyses de performance.

Travailler de manière indépendante et en collaboration avec d'autres scientifiques, des ingénieurs, des concepteurs, des développeurs en veille stratégique (BI) et des gestionnaires de produits sur des projets complexes qui génèrent de la valeur pour BusPatrouille.

Posséder d'excellentes aptitudes à la communication et être capable de structurer un scénario convaincant pour présenter une narration à l'aide de données exploitables.

Être capable de conceptualiser des problématiques ou des occasions d'affaires, de formuler des hypothèses et des objectifs, de définir des indicateurs clés de performance et de faire des recommandations adéquates.

Construire des modèles prescriptifs et prédictifs de calibre international pour résoudre des problèmes commerciaux dans un environnement qui évolue rapidement.

Tirer parti des données internes et externes pour synthétiser des idées intéressantes qui expliquent les tendances sous-jacentes de l'écosystème de l'application automatisée des lois.

Repérer les possibilités d'automatisation pour favoriser l'évolutivité et améliorer tant l'efficacité que la productivité de l'équipe élargie.

Posséder de solides compétences en communication écrite et verbale, avec la capacité de synthétiser efficacement des idées (notamment la théorie des modèles, les compromis de sélection et les limites) pour les présenter à la haute direction ou à des clients.

En temps voulu, embaucher, former, encadrer et diriger une solide équipe d'analyse de données pour BusPatrouille.


Un diplôme d'études supérieures (de préférence un doctorat) en économie, en finance, en statistique ou dans un autre domaine quantitatif.

Plus de trois ans d'expérience pertinente.

Une expérience avérée de la manipulation d'un large éventail de sources et de systèmes de données pour fournir des analyses et des visualisations qui ont des répercussions sur l'activité.

Une solide compréhension théorique et une expertise concrète des bases de données, des structures de données, des mégadonnées, de l'apprentissage automatique et des méthodes (le partitionnement en k-moyennes [K-Means], la forêt d'arbres décisionnels, les algorithmes d'amplification de gradient [Gradient Boosting], etc.).

Une expertise dans les approches analytiques de pointe (par exemple, l'analyse des bases de données, l'analyse numérique, la visualisation des données) et les plateformes (par exemple, Redshift, MySQL, PostgreSQL, Amazon, Tableau).

Une grande maîtrise de SQL, R ou Python.

Des compétences analytiques exceptionnelles et un sens aigu des affaires.

D'excellentes compétences en communication, avec la capacité d'influencer les décideurs et d'obtenir un consensus au sein des équipes.

Une curiosité intellectuelle, une grande autonomie et un esprit d'équipe.


Un salaire concurrentiel.

Des avantages sociaux complets, notamment une assurance soins médicaux, soins dentaires et soins de la vue.

Un poste de direction au sein d'une entreprise qui se développe rapidement et qui est investie d'une mission.

L'occasion de travailler avec une équipe très performante.

L'occasion de contribuer à la création d'une entreprise vouée à la sécurité des enfants.

Nous sommes à la recherche de membres essentiels de l'équipe de BusPatrouille qui nous aideront dans notre quête pour accroître la sécurité des enfants. Ce poste joue un rôle important dans notre entreprise et constitue une formidable opportunité pour les personnes qui seront retenues. Nous offrons un milieu de travail inclusif, diversifié, enthousiaste, intègre et profondément engagé. Venez nous aider à assurer la sécurité des enfants.


At BusPatrol, our mission is to create a culture of responsibility and awareness on the road. We are devoted to making the journey to and from school safer. We develop partnerships, deploy Safety Tech, and manage the entire program. We have equipped thousands of buses across North America with our innovative technology

BusPatrol America cares about student safety. We educate motorists every day by helping to enforce the law and work with school officials to improve safety.


The Data Scientist is a high-impact role that will work closely with our Customer, Sales, and Operations teams to help drive data-driven decisions that accelerate BusPatrol's efficient growth. If storytelling and impacting operational decisions through numbers is exciting to you, we want to hear from you!

This is a high visibility role that will drive predictive analytic insights and best practices as BusPatrol expands its global footprint. The ideal candidate is a self-starter, highly analytical, curious, and comfortable diving deep into large data sets to unearth insights. Our environment is fast-paced, and requires someone who is enthusiastic, flexible, detail-oriented, analytical, and comfortable working with multiple teams and competing priorities.

Apply excellent analytical and problem-solving skills to drive business decisions in a dynamic environment to deliver customer benefit and performance analytics

Work both independently and collaboratively with other scientists, engineers, designers, BI developers, and product managers on complex projects that deliver value to BusPatrol

Excellent communication skills and ability to structure a compelling storyline to present a narrative using actionable data-driven insights

Ability to conceptualize business issues or opportunities, formulate hypotheses and goals, define KPIs and make appropriate recommendations

Build world class prescriptive and predictive models to solve business problems in a fast-moving environment

Leverage internal and external data to synthesize nuggets of insights that explain underlying trends in the automated enforcement ecosystem

Identify and deliver automation opportunities to drive scalability, improve efficiency and productivity of the broader team

Strong written and verbal communication skills with ability to effectively synthesize insights (including model theory, selection tradeoffs, and limitations) to executives and/or customers


Strong theoretical understanding and applied expertise with databases, data structures, big data, machine learning, and methods (K-Means, Random Forest, Gradient Boosting, etc.)

Expertise with industry-leading analytics approaches (e.g., database analytics, digital analytics, data visualization) and platforms (e.g., Redshift, MySQL, PostgreSQL, Amazon, Tableau)

Expert proficiency in SQL, R, and/or Python

Exceptional analytical skills and strong business acumen

Outstanding communication skills with the ability to influence decision makers, build consensus with teams, and explain complex analytical concepts to people from other fields

Intellectually curious, self-starter, team player


S. (PhD preferred) in a quantitative field, such as economics, applied statistics, computer science, or mathematics

3+ years' experience applying data science methods (including statistical modelling and machine learning techniques) to business problems in the commercial world


Competitive salary

Comprehensive benefits including medical, dental and vision insurance

An opportunity to work with a high performing team and travel

An opportunity to help build a company dedicated to children's safety

We're looking for a valued partner to add to our team. This is an important role for us, and a great opportunity for the right candidate. Our environment is inclusive, diverse, ignited, built on integrity, and deeply committed. Come and help us keep our children safe.",5,"BusPatrol
3.8",Montreal
216,"Data Scientist, Fall 2021 Student Opportunities (2nd Round)",44,"We're now accepting applications for our 2nd round recruitment of Data Science roles.

What is the opportunity?
Who wouldn't want to be a part of a fantastic team of Data Scientists? At RBC, our Data Science teams offer the opportunity to leverage RBC’s data assets to develop innovative solutions in support of RBCs big data strategy. This position is an essential part to the bank as you develop next-generation applications to meet our customers’ needs. By joining the RBC team as a Data Scientist, you will have the opportunity to analyze, design and implement data solutions to assist all business customers.

What will you do?
Utilize the latest technologies available, designing and building data solutions to meet business needs",5,"RBC
4.1",Midtown Toronto
217,Chercheur Scientifique Senior - Senior Research Scientist,44,"***English Will Follow***
Résumé :
En tant que chercheur senior au sein du groupe de recherche ASR, le candidat effectuera des recherches algorithmiques sur des ensembles de données à l'échelle de production dans le but d'optimiser la précision, la vitesse et l'évolutivité, principalement pour les systèmes ASR de bout en bout qui équipent les produits Nuance. Ces recherches porteront notamment sur les architectures de réseaux neuronaux, les algorithmes d'entraînement et d'adaptation ([non/semi-]supervisés), ainsi que sur le traitement et l'augmentation des données.

Principales tâches et responsabilités",5,"Nuance
3.8",Montreal
218,Senior Data Scientist - 310772,44,"Senior Data Scientist
On behalf of our client, Procom is seeking a Senior Data Scientist for a 1 year contract
Senior Data Scientist Responsibilities:
Work closely with the Business Owner and subject matter experts (SMEs) on the AMASS (Accelerated Migration of Analytics Self Service) project in Risk Management by
Making plans and estimating work efforts to prepare the migration process
Participating in the process to bring data into the GCP (Google Cloud Platform), model it and validate it
Developing and / or redesigning some of the reporting and analytics for each SMEs within the Risk department",5,"Procom
4.3",Edmonton
219,BI Data Scientist,44,"Are you ready to join a team of tech-savvy music lovers and thrive in an exciting, fast-paced, and innovative work environment?
Our team is currently looking for a Data Scientist to contribute on a variety of products, related to in-store music and digital experiences, broadcast and connected TV channels and our different product applications.
As part of the brand-new Data Science and Artificial Intelligence Team at Stingray, your mission will be to contribute to the organic growth of all of Stingray’s products. In collaboration with the product team and the development teams, you will find new and creative ways to improve Stingray’s products by using the latest AI technologies. Using a data-first approach, you will help find growth opportunities and propose innovative solutions to improve Stingray’s line of products.",5,Stingray,Montreal
220,Senior Data Scientist / Scientifique des données senior,44,"The opportunity

Unity Monetization team builds advertising, in-game purchase promotion, and technologies used in hundreds of thousands of apps. Our Monetization platform processes TBs of data and delivers relevant content to hundreds of millions of users every day. Unity is investing heavily in deep learning.

In Montreal, we develop groundbreaking machine learning-centric products that provide millions of predictions each and every second to optimize the efficiency and profitability of user acquisition advertising campaigns.

We are looking now for a Senior Data Scientist to join our growing team! You will have a huge impact on scoping out, contributing, and delivering on new Monetization initiatives. Unity's vast game monetization ecosystem provides you unique chances to create real-world impact.

What you'll be doing

Improve and develop deep learning models to revolutionize user acquisition advertisement for mobile gaming

Drive Unity's user acquisition product in close collaboration with other data scientists, product managers, and engineers

Initiate and define new business opportunities and products based on data insights

Convey ideas, guide execution, and mentor junior team members

What we're looking for

Strong background in deep learning, from concepts to implementation

Production experience of machine learning systems at scale

Proven focus on delivering business value

Good coding skills and engineering practices, familiar with agile software process and data-driven development

Work with the tech stack of Python/BigQuery/Spark/TensorFlow/Kubeflow/Airflow

You might also have

Experience in mobile advertisement and gaming

Background in business analytics or software engineering

Experience in container technologies (Docker, Kubernetes)

Life at Unity

Unity is the world's leading platform for creating and operating real-time 3D (RT3D) content. Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life. Unity's platform provides a comprehensive set of software solutions to create, run and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices.

The company's 1,400+ person research and development team keeps Unity at the forefront of development by working alongside partners to ensure optimized support for the latest releases and platforms. Apps developed by Unity creators were downloaded more than three billion times per month in 2019 on more than two billion unique devices. For more information, please visit www.unity.com .

Unity is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know.

Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. Unity does not accept unsolicited headhunter and agency resumes. Unity will not pay fees to any third-party agency or company that does not have a signed agreement with Unity.

L'opportunité

L'équipe Monetization de Unity crée des publicités et des promotions pour les achats intégrés au jeu, ainsi que des technologies utilisées dans des centaines de milliers d'applications. Notre plateforme de monétisation traite au quotidien plusieurs téraoctets de données, pour fournir un contenu pertinent à des centaines de millions d'utilisateurs. Unity investit massivement dans l'apprentissage profond.

L'équipe de Montréal développe des produits révolutionnaires centrés sur l'apprentissage machine qui fournissent des millions de prévisions chaque seconde, afin d'optimiser l'efficacité et la rentabilité des campagnes publicitaires d'acquisition d'utilisateurs.

Nous sommes désormais à la recherche d'une ou d'un scientifique des données sénior qui rejoindra une équipe en pleine expansion! Vous contribuerez grandement à l'élaboration, à la mise en œuvre et à la réalisation de nouveaux projets de monétisation. L'écosystème de monétisation des jeux de Unity est immense et vous offre des possibilités uniques de produire un impact réel.

Ce que vous allez faire

Développer et améliorer des modèles d'apprentissage profond destinés à révolutionner la publicité liée à l'acquisition d'utilisateurs pour les jeux sur mobile

Diriger les projets d'acquisition d'utilisateurs de Unity en étroite collaboration avec les scientifiques des données, les chefs de produits et les développeurs issus d'autres équipes

Lancer et définir de nouvelles possibilités commerciales et de nouveaux produits sur la base des données recueillies

Communiquer les idées des uns et des autres, guider l'exécution des projets et encadrer les équipiers moins expérimentés

Ce que nous recherchons

Une expérience importante en matière d'apprentissage profond, depuis la conception jusqu'à la mise en œuvre

Expérience de la production de systèmes d'apprentissage machine à grande échelle

Priorité confirmée à la production de valeur commerciale

Bonnes compétences dans les domaines du codage et des meilleures pratiques d'ingénierie, connaissance des processus logiciels agiles et du développement piloté par les données

Travailler avec la pile technologique Python/BigQuery/Spark/TensorFlow/Kubeflow/Airflow

Vous avez peut-être également

Expérience dans la publicité et les jeux sur mobile

Expérience en matière d'analyse commerciale ou logicielle

Expérience en matière de technologies de conteneurs (Docker, Kubernetes)

La vie chez Unity

Unity est la plateforme la plus utilisée au monde pour la création et l'exécution interactive de contenu 3D en temps réel (RT3D). Des créateurs, notamment des développeurs de jeux vidéo, des artistes, architectes, concepteurs automobiles et cinéastes, utilisent Unity pour donner vie à ce qu'ils ont imaginé. La plateforme de Unity offre un ensemble complet de solutions logicielles pour créer, exécuter et monétiser du contenu interactif 2D et 3D en temps réel pour les téléphones mobiles, les tablettes, les ordinateurs, les consoles et les appareils de réalité augmentée et de réalité virtuelle.

Notre équipe de plus de 1400 personnes assignées à la recherche et au développement fait en sorte que Unity soit à l'avant-garde du développement et assure un soutien optimal pour les plus récentes technologies et plateformes. Les applications développées par les créateurs au sein de Unity ont été téléchargées plus de trois milliards de fois par mois en 2019, sur plus de deux milliards d'appareils uniques. Pour en savoir davantage, visitez le site www.unity.com .

Unity est un employeur axé sur l'égalité qui s'engage à créer un environnement inclusif, innovateur et ce avec les meilleurs talents. Nous offrons des opportunités d'emploi qui ne tiennent pas compte de l'âge, de l'ethnicité, de la religion, des limitations fonctionnelles, du sexe, de l'identité sexuelle ou d'un tout autre statut protégé conformément à la loi. S'il y a des préparatifs que nous pouvons faire pour vous aider à avoir une expérience d'entrevue confortable et positive, n'hésitez pas à nous en faire part.

Les chasseurs de tête et les agences de recrutement ne peuvent pas soumettre un résumé/CV directement sur notre site web ou à un de nos gestionnaires. Nous n'acceptons pas d'être spontanément sollicités par un chasseur de tête et ou une agence; une entente devra être signé entre les deux partis.

#LI-DD1 #SEN",5,"Unity Technologies
4.6",Montreal
221,Machine Learning Engineer,44,"Parkland is an independent supplier and marketer of fuel and petroleum products and a leading convenience store operator. We’re helping communities stay on the move and our team members serve retail, commercial, and wholesale customers across Canada, the United States, the Caribbean region and the Americas. Our purpose as Parklanders is to energize people and businesses to get them where they want to go. We’re a passionate team of down-to-earth achievers, committed to getting our customers, colleagues and communities further, faster.
Position Title: Machine Learning Engineer
Team and Location: Digital Transformation - Calgary, AB (we are open to candidates in Vancouver, Calgary, Montreal, or Toronto)
Position Summary:",5,"Parkland Corporation
3.2",Calgary
222,Business Intelligence Analyst (BI) - Finance,44,"Analyste d'affaires BI (Équipe Finance)
Voici une excellente opportunité pour venir faire votre marque au sein d'un des plus importants joueurs de l'industrie agricole.
L'intelligence d'affaires chez Sollio Agriculture font parties des éléments clés venant supporter les priorités et les objectifs d'affaires de l'entreprise.
Relevant du secteur des Finances de Sollio Agriculture, ce nouveau poste vient s'ajouter à l'équipe de Gestion de l'information financière.
Principales responsabilités
Relevant du Coordonnateur Gestion de l'information financière, votre mandat consistera principalement à :",5,"Sollio Agriculture
3.5",Montreal
223,Machine Learning Engineer,44,"IT STARTS HERE.:
At MNP we pride ourselves on being different – it’s our entrepreneurial drive that sets us apart. It’s the same drive that’s helped us become Canada’s fastest growing national firm. We foster collaboration, value your ideas, promote based on talent, live balanced lifestyles and make time for FUN. We are one firm, one team, collaborating to support you wherever you want to take your career.

Join the momentum. We are seeking a Data Scientist for our growing Technology Solutions team. Driving business excellence, MNP is a leading national accounting, tax and business consulting firm in Canada. Our Consulting team works with organizations in the public, private and not-for-profit sectors to provide innovative strategies tailored to maximize efficiencies, enhance performance and increase profitability. Specifically, our recognized Technology Consulting team works with clients to translate technology issues and opportunities into meaningful results that meet organizational needs.
ROLE @ MNP:

MY REWARDS @ MNP:",5,"MNP
3.8",Calgary
224,AI/ML Research Scientist,44,"AI/ML Research Scientist
About Us:
Messagepoint is a privately-owned, PE-funded software company headquartered in Toronto, Ontario. We enable large enterprises to deliver enhanced customer experiences and achieve a better bottom line by optimizing their omni-channel customer communications.
Our award-winning CCM platform gives non-technical business users such as marketers, CX teams and product owners intelligent control over the content in customer communications to achieve unparalleled personalization, relevancy, brand consistency, and compliance. Only Messagepoint harnesses AI-powered Content Intelligence to automate and simplify the process of migrating, optimizing, authoring and managing business-critical on-demand, interactive and batch communications across all platforms and channels.",5,"Messagepoint
3.9",Midtown Toronto
225,"Data Scientist, Advertising Revenue Recommendations",44,"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
Experience in as many of the following areas: causal inferencing, multi-variate testing & design, A/B testing & design, descriptive analytics, and regression analysis.
Good understanding of supervised and unsupervised learning models.
Amazon Advertising is one of Amazon's fastest growing and most profitable businesses. As a core product offering within our advertising portfolio, Sponsored Products (SP) helps merchants, retail vendors, and brand owners succeed via native advertising, which grows incremental sales of their products sold through Amazon. The SP team's primary goals are to help shoppers discover new products they love, be the most efficient way for advertisers to meet their business objectives, and build a sustainable business that continuously innovates on behalf of customers. Our products and solutions are strategically important to enable our Retail and Marketplace businesses to drive long-term growth. We deliver billions of ad impressions and millions of clicks and break fresh ground in product and technical innovations every day!

To be successful with Amazon Advertising, customers need to receive high quality recommendations that inform them of the right opportunities that help grow, defend and drive their business. To generate these high quality recommendations, we must discover differentiated insights that allow advertisers to understand the performance of their business over time, and performance and growth against their peers. This requires us to create models that predict successful outcomes for customers, create workflows for implementation, and measure the downstream impact of our recommendations. Our science investment in this area helps advertising customers choose when to make changes to their advertising strategy, specifies the changes to make to drive their strategy, and predicts how their business will change as a result.


Why you love this opportunity
Amazon is investing heavily in building a world-class advertising business. This team is responsible for defining and delivering a collection of advertising products that drive discovery and sales. Our solutions generate billions in revenue and drive long-term growth for Amazon’s Retail and Marketplace businesses. We deliver billions of ad impressions, millions of clicks daily, and break fresh ground to create world-class products. We are highly motivated, collaborative, and fun-loving team with an entrepreneurial spirit - with a broad mandate to experiment and innovate.

Impact and Career Growth
You will invent new experiences and influence customer-facing shopping experiences to help suppliers grow their retail business and the auction dynamics that leverage native advertising; this is your opportunity to work within the fastest-growing businesses across all of Amazon! Define a long-term science vision for our advertising business, driven fundamentally from our customers' needs, translating that direction into specific plans for research and applied scientists, as well as engineering and product teams. This role combines science leadership, organizational ability, technical strength, product focus, and business understanding.

Team video https://youtu.be/zD_6Lzw8raE

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/ontario",5,"AMZN CAN Fulfillment Svcs, ULC
3.8",Toronto
226,Chercheur Scientifique Stagiaire (Automne 2021) - Research Scientist Intern (Fall 2021),44,"*English will follow*
Résumé du poste :
Rejoignez Nuance en tant que stagiaire dans l'équipe de recherche montréalaise en traitement du langage naturel (NLP) ! Au cours de ce stage, vous serez chargé de développer un modèle de marquage sémantique basé sur l'apprentissage machine, capable d'atteindre une très grande précision et une latence d'exécution rapide dans plusieurs langues.
Ce modèle alimentera les assistants virtuels utilisés dans les applications d'entreprise (par exemple, les applications bancaires). Vous tirerez parti des dernières avancées scientifiques de la communauté de recherche en apprentissage approfondi du NLP dans les domaines de l'apprentissage par transfert (préformation), c'est-à-dire des architectures d'extraction et de modélisation.",5,"Nuance
3.8",Montreal
227,Senior Data Scientist,44,"Come to work for Realtor.com! A leader in online real estate and backed by industry experience and the News-Corp Brand, Realtor.com's vision is to be the leading destination to discover and create your perfect home, and today millions of unique users visit our company's website and mobile apps monthly. What you can do at Realtor.com has the potential to touch people in a real and meaningful way.

At realtor.com, we process terabytes of data everyday and transform that data into information that powers decisions for millions of home buyers, sellers, renters, dreamers, and real estate professionals. You'll engage with some of the best and the brightest co-workers and leaders, learn and contribute, and have a great time. If you enjoy working in a fast-paced, dynamic, cutting-edge work environment and desire to make a meaningful contribution to the business, then make the move!

We seek a highly seasoned ML practitioner to join our Data Science - Machine Learning team and help take it to the next level. We use advanced ML to build recommender systems and matching models, search relevance & ranking systems, user personalizations and consumer segmentation models. We also leverage the latest advancements in deep learning on images and NLP to build rich, next-gen experiences for our users. As a key member of the team, you will be responsible for the development and deployment of innovative concepts, research, predictive modeling, and machine learning algorithms. You will also serve as a mentor for the junior members on the team and provide guidance on their projects.


Research, build and deploy machine learning and deep learning algorithms.
Design and build solutions leveraging the wealth of consumer clickstream data, real estate property data, images and text data of realtor.com.
Create scalable machine learning models - classification & regression (GBMs, RF, LR, etc.), forecasting, clustering, neural networks (CNNs, LSTMs, Transformers, etc.) that integrate into batch, streaming and real-time systems.
Build end-points to serve ML models in production.
ML Ops (monitor inference performance, scalability, availability, etc).
Effectively partner with product and engineering teams to ideate and build new data-driven and machine learning based features for enriching the experience of home shoppers.
Drive A/B & multivariate tests and design of experiments to facilitate testing of new product and design features, with focus on improving engagement, retention, and conversion.
Help improve the scope of our data sets by identifying new data collection and procurement opportunities on an ongoing basis.
Generate descriptive visualizations and presentations to communicate insights and results.
Mentor the team on data exploration, machine learning, deep learning and developing data-oriented products.
Work with a sense of ownership and urgency, advocate for experimentation-based, agile culture.


MS/PhD in machine learning, computer science, applied mathematics or related fields.
5+ years of relevant work experience in the industry building and productionizing ML models.
Proficient in Python, Scikit-learn, XGBoost, PyTorch/TensorFlow, and other languages and frameworks appropriate for ML modeling and deployment.
Proficiency in Recommender Systems or Consumer Classification modeling is a plus!
Proficiency in Deep Learning (NLP and/or Computer Vision) is a plus!
Experience with relational databases (SQL) and large scale distributed systems.
Comfortable with experiment design and A/B and multivariate tests.
Exposure to Docker and Containerization.
structured and unstructured data, data management and querying, common data structures and algorithms.
Strong creative thinking and problem solving skills.
Excellent oral and written communication and presentation skills.

About realtor.com

At realtor.com ®, we believe that everyone deserves a home of their own. We're a community of nearly 2,000 employees who work hard to ensure that from the moment someone starts dreaming about a new home, to the moment they walk in the door and beyond, we're there to lend a helping hand. Every month, over 85 million people trust us with their journey home by visiting our site and mobile apps, and we'd love to have you join our team to help.

We've got great offices in the U.S. and Canada with lots of sweet jobs to choose from, so we're hoping you'll join us on our journey to make buying, selling, renting, and living in homes easier and more rewarding for everyone.

Let's make a difference, together. For Real.",5,"realtor.com
3.5",Vancouver
